SA3_CODE_2021,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
10304,2653,44,0,0,40,3,2703,53,277,4,0,280,0,334,3,6,3,0,10,0,10,0,0,0,0,0,0,0,57,282,8,0,286,0,348,3,0,0,0,0,6,10,2716,322,8,0,334,11,3055,2819,38,4,0,48,10,2870,45,201,9,0,205,0,250,3,3,7,0,13,0,16,0,0,0,0,0,0,0,44,209,7,0,219,0,265,0,4,0,0,4,6,9,2866,253,11,0,267,10,3140,1713,11,0,0,11,0,1723,30,84,4,0,84,0,117,0,4,4,0,9,6,8,0,0,0,0,0,0,0,30,86,9,0,91,6,127,0,0,0,0,0,0,0,1748,97,9,0,100,6,1857,1099,11,0,0,11,0,1114,15,59,0,0,59,0,77,0,3,0,0,3,0,4,0,0,0,0,0,0,0,18,65,0,0,61,0,85,0,0,0,0,0,0,0,1120,71,0,0,74,4,1192,1247,10,0,0
10401,1554,10,0,0,10,0,1565,46,71,0,0,78,0,119,6,0,4,0,5,0,5,0,0,0,0,0,0,0,47,76,0,0,77,0,127,0,0,0,0,0,4,6,1605,83,0,0,88,4,1696,1635,16,0,0,16,0,1653,48,52,7,0,53,0,103,7,0,3,0,0,0,8,0,0,0,0,0,0,0,54,48,5,0,56,0,113,0,0,0,0,0,0,0,1686,68,5,0,78,3,1769,1025,9,0,0,9,0,1037,20,19,4,0,18,0,43,5,0,0,0,0,0,6,0,0,0,0,0,0,0,26,16,0,0,18,0,47,0,0,0,0,0,0,0,1050,26,0,0,34,0,1086,736,8,0,0,8,0,743,20,17,0,0,19,0,43,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,23,3,0,24,0,47,0,0,0,0,0,3,4,759,29,3,0,34,3,793,814,4,0,0
10402,2678,47,0,0,46,3,2729,120,337,40,0,377,0,498,0,48,79,0,130,0,133,0,0,0,0,0,0,0,120,388,122,0,506,0,629,3,0,0,0,0,5,11,2799,429,123,0,561,3,3366,3059,53,0,0,53,3,3116,104,319,35,0,347,0,449,0,49,128,3,181,0,182,0,0,0,0,0,0,3,102,366,159,4,527,0,634,3,4,0,0,4,0,6,3166,424,159,4,586,8,3760,2030,30,0,0,30,0,2060,70,182,16,0,195,0,266,3,34,57,4,90,0,98,0,0,0,0,0,0,0,73,213,71,4,289,0,361,5,0,0,0,0,0,6,2107,243,71,4,321,0,2429,1317,26,0,0,29,0,1345,44,73,7,0,81,0,125,0,12,27,0,38,0,42,0,0,0,0,0,0,0,46,87,31,0,113,0,162,0,0,0,0,0,0,0,1366,111,35,0,147,3,1512,1496,20,0,0
10501,762,12,0,0,13,0,774,14,62,0,0,62,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,59,0,0,59,0,71,0,0,0,0,0,0,3,777,73,0,0,70,3,852,694,10,0,0,10,3,700,13,19,0,0,19,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,0,0,19,0,37,4,4,0,0,4,0,7,711,28,0,0,28,3,745,421,9,0,0,9,0,433,10,18,0,0,18,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,0,0,17,0,27,0,0,0,0,0,0,0,430,26,0,0,26,0,457,246,0,0,0,0,0,246,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,10,0,0,0,0,0,0,0,246,0,0,0,8,0,250,259,0,0,0
10502,573,8,0,0,8,0,580,15,30,0,0,30,0,47,0,4,0,0,4,0,4,0,0,0,0,0,0,0,15,32,0,0,32,0,52,0,0,0,0,0,0,0,596,40,0,0,40,0,630,532,10,0,0,10,0,536,24,29,3,0,35,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,29,4,0,35,0,58,0,0,0,0,0,0,0,562,37,4,0,40,0,596,325,3,0,0,3,0,329,8,16,0,0,16,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,0,0,16,0,24,0,0,0,0,0,0,0,332,19,0,0,24,0,353,193,0,0,0,0,0,192,0,7,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,12,0,0,0,0,0,0,0,196,10,0,0,10,0,210,229,9,0,0
10503,2816,40,0,0,36,0,2859,70,408,4,0,413,0,481,5,19,0,0,20,0,20,0,0,0,0,0,0,0,75,428,3,0,432,0,506,0,4,0,0,4,0,0,2891,464,3,0,467,3,3365,2679,28,0,0,33,9,2722,51,272,3,0,274,0,330,4,12,0,0,10,0,18,0,0,0,0,0,0,0,58,284,8,0,288,0,347,6,0,0,0,0,0,7,2738,316,8,0,326,13,3075,1666,19,0,0,19,0,1687,23,94,0,0,94,0,112,0,6,3,0,13,0,13,0,0,0,0,0,0,0,23,105,3,0,107,0,130,0,0,0,0,0,0,4,1687,125,3,0,124,3,1824,1096,14,0,0,14,0,1113,19,49,0,0,53,0,69,0,0,0,0,0,0,4,0,0,0,0,0,0,0,16,50,0,0,53,0,70,0,0,0,0,0,0,6,1117,67,0,0,71,4,1187,1168,9,0,0
10601,4121,50,0,0,52,10,4190,76,127,0,0,128,0,205,0,9,9,0,12,0,11,0,0,0,0,0,0,0,80,134,9,0,141,0,221,5,0,0,0,0,0,9,4198,184,12,0,192,17,4408,4120,46,0,0,41,9,4172,68,113,4,0,113,0,186,3,4,5,0,11,0,14,0,0,0,0,0,0,0,76,116,10,0,126,0,203,3,0,0,0,0,9,13,4200,158,11,0,171,17,4389,2444,21,0,0,21,10,2470,46,53,4,0,56,0,98,0,0,3,0,10,0,7,0,0,0,0,0,0,0,43,60,5,0,63,0,106,0,0,0,0,0,3,3,2485,79,5,0,81,11,2582,1673,15,0,0,15,3,1684,29,27,3,0,35,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,33,6,0,32,0,66,0,0,0,0,0,4,3,1700,44,6,0,52,3,1755,1690,18,0,0
10602,3963,83,0,3,82,3,4049,112,364,9,0,371,0,485,0,4,9,0,14,0,14,0,0,0,0,0,0,0,111,369,18,0,384,0,501,3,0,0,0,0,5,10,4081,453,18,3,474,8,4563,3811,63,5,0,66,6,3875,103,352,15,0,363,0,469,0,13,4,0,22,0,22,0,0,0,0,0,0,0,103,364,19,0,380,0,484,0,0,0,0,0,12,12,3915,421,19,0,443,9,4372,2305,35,0,0,34,0,2338,57,142,3,0,149,0,203,6,0,6,0,11,0,10,0,0,0,0,0,0,0,64,141,9,0,153,0,212,4,0,0,0,0,5,5,2372,176,14,0,186,5,2560,1531,21,0,4,27,0,1556,30,81,0,0,85,0,111,0,0,5,0,5,0,4,0,0,0,0,0,0,0,30,84,8,0,84,0,116,0,0,0,0,0,6,3,1563,100,6,4,111,6,1676,1669,18,0,0
10603,2253,44,4,0,49,0,2310,95,103,7,0,102,0,198,0,11,0,0,12,0,15,0,0,0,0,0,0,0,95,114,5,0,119,0,216,0,0,0,0,0,4,4,2352,162,6,0,171,4,2524,2652,43,0,0,43,0,2699,81,85,6,0,97,0,178,0,9,5,0,12,0,12,0,0,0,0,0,0,0,81,96,9,0,108,0,186,0,0,0,0,0,0,3,2738,139,9,0,147,5,2885,1689,16,0,0,16,0,1709,51,50,0,0,51,0,97,0,5,0,0,6,0,6,4,0,0,0,0,0,4,52,51,3,0,49,0,105,0,0,0,0,0,0,0,1740,72,3,0,74,6,1815,1186,10,0,0,10,0,1197,29,39,0,0,41,0,65,0,4,0,0,5,0,5,0,0,0,0,0,0,0,31,41,0,0,45,0,77,6,0,0,0,0,0,4,1220,57,0,0,56,0,1276,1339,18,0,0
10604,1135,15,0,0,15,7,1154,41,53,5,0,56,0,99,0,0,0,0,5,0,5,0,0,0,0,0,0,0,41,59,4,0,61,0,99,0,0,0,0,0,0,0,1175,73,4,0,72,5,1253,1352,10,0,0,9,0,1366,33,63,5,0,73,0,99,0,3,10,0,6,0,6,0,0,0,0,0,0,0,33,68,14,0,78,0,109,0,0,0,0,0,0,0,1383,71,13,0,87,5,1472,782,5,0,0,6,0,791,15,33,0,0,33,0,50,0,3,0,0,3,0,3,0,0,0,0,0,0,0,15,36,5,0,42,0,56,0,0,0,0,0,0,0,798,46,5,0,46,0,846,565,3,0,0,5,0,568,11,22,0,0,22,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,0,0,17,0,30,4,0,0,0,0,0,4,572,22,3,0,30,0,605,646,3,0,0
10701,2930,134,0,0,132,0,3064,154,454,21,0,475,0,626,5,31,27,0,58,0,61,0,0,0,0,3,0,5,155,485,53,0,533,0,689,0,0,0,0,0,4,3,3088,615,53,0,670,4,3754,2704,111,0,3,116,3,2821,119,491,11,0,509,0,626,0,33,38,0,72,0,80,0,0,0,0,0,0,0,116,530,56,0,583,0,703,0,0,0,0,0,4,3,2824,643,56,3,695,8,3528,1517,64,0,0,64,0,1583,66,323,11,0,342,0,404,0,25,24,0,49,0,49,0,0,0,0,0,0,0,66,348,35,0,386,0,456,0,0,0,0,0,0,4,1590,415,35,0,449,4,2041,1041,37,0,0,37,0,1075,45,224,13,0,233,0,280,0,10,17,0,28,0,28,0,0,0,0,0,0,0,45,230,28,0,261,0,308,0,0,0,0,0,0,0,1083,264,28,0,296,0,1389,1223,49,0,0
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,3840,87,5,0,96,0,3931,180,289,3,0,300,0,474,0,15,0,0,15,0,16,0,0,0,0,0,0,0,181,305,8,0,312,0,494,4,0,0,0,0,0,3,4023,398,5,0,407,0,4430,3866,97,0,0,101,6,3969,157,333,5,0,342,0,501,0,11,7,0,16,0,15,0,0,0,0,0,0,0,161,346,16,0,360,0,523,0,0,0,0,0,5,11,4028,449,11,4,461,15,4499,2307,69,0,0,74,0,2381,73,186,7,0,189,0,266,3,8,6,0,11,0,15,0,0,0,0,0,0,0,75,194,13,0,204,0,280,0,0,0,0,0,7,8,2385,263,13,0,276,9,2674,1533,49,0,0,49,0,1582,50,121,6,0,122,0,172,5,8,0,0,8,0,4,0,0,0,0,0,0,0,50,126,6,0,130,0,179,5,0,0,0,0,0,4,1587,176,6,0,176,0,1763,1911,45,0,0
10704,4601,194,7,0,199,4,4802,272,810,40,0,853,0,1121,0,59,40,0,105,0,107,0,0,0,0,0,0,0,277,871,85,0,949,0,1226,4,0,0,0,0,0,8,4875,1061,88,0,1151,4,6035,4570,149,8,0,158,0,4729,258,787,36,0,820,0,1075,3,73,72,0,147,0,155,0,4,0,0,4,0,4,265,864,106,0,970,0,1233,4,6,0,0,6,9,16,4840,1015,118,0,1134,9,5979,2790,76,5,0,81,0,2870,140,388,19,0,407,3,550,0,25,42,0,64,0,72,0,0,0,0,0,0,0,143,412,60,0,475,3,619,3,0,0,0,0,0,5,2935,488,64,0,550,7,3491,1849,43,5,0,47,0,1896,97,236,13,0,248,0,343,3,21,20,0,45,0,48,0,0,0,0,0,0,0,93,261,33,0,291,0,386,4,0,0,0,0,0,4,1947,300,37,0,339,0,2284,2343,67,6,0
10801,694,19,0,0,19,0,717,21,50,0,0,50,0,63,0,0,0,0,4,0,4,0,0,0,0,0,0,0,21,48,0,0,49,0,66,0,0,0,0,0,4,4,716,70,0,0,70,4,787,847,5,0,0,5,3,861,25,36,0,0,34,0,61,3,0,3,0,3,0,3,0,0,0,0,0,0,0,28,35,6,0,40,0,63,3,0,0,0,0,3,0,877,44,6,0,46,6,935,603,4,0,0,4,0,607,11,15,0,0,15,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,0,0,22,0,34,0,0,0,0,0,3,4,617,24,0,0,20,3,643,394,9,0,0,9,0,402,5,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,5,0,11,0,0,0,0,0,0,0,399,12,0,0,10,0,416,463,0,0,0
10802,1397,25,0,0,21,4,1421,38,74,5,0,79,0,119,0,5,0,0,3,0,4,0,0,0,0,0,0,0,40,78,6,0,78,0,121,4,0,0,0,0,14,16,1441,99,3,0,103,16,1561,1403,20,0,0,20,4,1425,38,36,5,0,36,0,71,0,3,0,0,3,0,3,0,0,0,0,0,0,0,36,36,5,0,39,0,75,3,0,0,0,0,6,12,1448,52,5,0,56,8,1510,951,21,0,0,21,0,973,15,25,3,0,23,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,3,0,26,0,47,6,0,0,0,0,3,3,970,44,3,0,50,8,1028,666,5,0,0,10,0,673,14,10,0,0,9,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,0,0,14,0,28,0,0,0,0,0,0,4,682,15,0,0,18,3,702,714,12,0,0
10803,14,0,0,0,0,0,16,0,4,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,5,0,0,0,0,0,0,0,14,4,0,0,6,0,20,16,0,0,0,0,0,16,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,20,0,0,0,0,0,17,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10804,2455,49,0,0,49,7,2505,104,152,6,0,157,0,257,4,3,3,0,11,0,17,0,0,0,0,0,0,0,103,159,8,0,168,0,276,0,0,0,0,0,0,5,2556,206,8,0,212,9,2782,2918,35,0,0,35,6,2959,98,181,8,0,186,0,288,0,6,8,0,16,0,18,0,0,0,0,0,0,0,101,188,18,0,205,0,298,3,0,0,0,0,0,4,3020,227,18,0,237,6,3265,1955,31,0,0,32,3,1985,66,73,4,0,72,0,140,0,0,0,0,3,0,3,0,0,0,0,0,0,0,66,72,8,0,82,0,141,6,0,0,0,0,0,3,2021,103,9,0,106,3,2134,1312,12,0,0,12,0,1328,30,51,0,0,51,0,81,0,0,4,0,0,0,3,0,0,0,0,0,0,0,30,52,4,0,53,0,84,0,0,0,0,0,0,0,1343,61,4,0,68,0,1409,1661,14,3,0
10805,1503,22,0,0,22,0,1527,41,79,0,0,81,0,127,0,0,3,0,6,0,6,0,0,0,0,0,0,0,41,85,0,0,87,0,134,3,0,0,0,0,4,10,1552,107,0,0,109,7,1667,1700,17,0,0,17,0,1727,46,77,0,0,80,0,124,0,0,0,0,3,0,3,0,0,0,0,0,0,7,50,80,6,0,84,0,135,8,0,0,0,0,6,14,1762,102,6,0,108,12,1873,1150,16,0,0,16,3,1168,33,32,4,0,37,0,65,0,0,3,0,3,0,5,0,0,0,0,0,0,0,31,32,6,0,39,0,70,0,0,0,0,0,4,4,1184,48,6,0,53,3,1246,795,4,0,0,4,4,800,21,10,5,0,14,0,36,0,0,0,0,4,0,4,0,0,0,0,0,0,0,21,12,4,0,21,0,40,0,0,0,0,0,0,0,813,18,4,0,24,5,847,863,4,0,0
10901,2565,48,0,0,48,3,2618,61,321,9,0,328,0,394,0,30,18,0,45,0,45,0,0,0,0,0,0,0,61,351,28,0,375,0,441,0,0,0,0,0,3,7,2624,400,28,0,428,9,3056,2565,36,0,0,36,4,2604,51,247,7,0,255,0,308,0,33,16,0,48,0,53,0,0,0,0,0,0,0,54,283,24,0,307,0,365,0,3,0,0,3,3,6,2619,314,26,0,343,11,2973,1463,15,4,0,15,5,1483,37,104,0,0,111,0,143,0,13,16,0,34,0,30,0,0,0,0,0,0,0,38,120,21,0,137,0,173,0,0,0,0,0,0,0,1499,133,21,0,154,3,1659,967,13,0,0,13,0,985,22,42,4,0,47,0,67,0,7,11,0,18,0,17,0,0,0,0,0,0,0,20,41,15,0,59,0,82,4,0,0,0,0,0,0,992,60,15,0,70,3,1069,1161,20,0,0
10902,506,10,0,0,5,0,517,11,30,0,0,31,0,45,0,0,4,0,4,0,4,0,0,0,0,0,0,0,11,31,3,0,37,0,51,0,0,0,0,0,0,0,514,38,3,0,44,0,565,495,13,0,0,12,0,507,9,15,0,0,15,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,0,0,15,0,24,0,0,0,0,0,0,0,498,30,0,0,32,0,528,274,3,0,0,3,0,277,5,10,0,0,13,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,13,0,17,0,0,0,0,0,0,0,277,13,0,0,18,0,289,187,5,0,0,5,0,195,4,8,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,9,0,10,0,0,0,0,0,0,3,194,8,0,0,10,3,208,207,5,0,0
10903,1505,12,0,0,12,0,1512,17,66,0,0,65,0,86,0,4,0,0,4,0,4,0,0,0,0,0,0,0,17,71,0,0,70,0,93,4,0,0,0,0,0,4,1530,78,0,0,77,3,1607,1561,0,4,0,8,5,1571,33,51,0,0,51,0,85,0,5,0,0,6,0,6,0,0,0,0,0,0,0,33,57,0,0,59,0,89,9,0,0,0,0,0,7,1599,60,0,0,65,4,1664,1021,9,0,0,9,3,1031,20,36,0,0,36,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,37,0,0,37,0,58,0,0,0,0,0,0,5,1042,47,0,0,47,0,1091,675,3,0,0,3,0,679,12,19,0,0,19,0,28,0,4,0,0,6,0,6,0,0,0,0,0,0,0,12,21,0,0,21,0,31,0,0,0,0,0,0,0,685,27,0,0,26,0,710,767,3,0,0
11001,1095,20,0,0,21,0,1116,43,171,7,0,183,0,224,0,25,13,0,41,0,42,0,0,0,0,0,0,0,45,198,27,0,222,0,270,0,0,0,0,0,4,7,1143,220,30,0,248,4,1385,1218,29,0,0,29,3,1253,47,158,16,0,176,0,222,0,23,27,0,53,0,50,0,0,0,0,0,0,0,45,179,42,0,224,0,275,0,0,0,0,0,5,5,1262,208,45,0,253,5,1526,737,15,0,0,15,0,754,23,85,5,0,94,0,118,0,14,25,0,40,0,41,0,0,0,0,0,0,0,24,99,32,0,136,0,157,0,0,0,0,0,0,0,759,115,32,0,147,0,913,516,9,0,0,9,0,524,18,32,3,0,35,0,55,0,7,14,0,25,0,24,0,0,0,0,0,0,0,19,38,17,0,55,0,78,0,3,0,0,3,4,3,531,55,17,0,73,4,609,651,11,0,0
11002,1075,14,0,0,9,3,1089,22,33,0,0,33,0,59,0,3,0,0,3,0,5,0,0,0,0,0,0,0,26,36,0,0,34,0,62,0,0,0,0,0,0,0,1103,46,0,0,48,0,1153,1241,7,0,0,7,6,1253,19,36,3,0,42,0,63,0,0,0,0,3,0,3,0,0,0,0,0,0,0,19,40,7,0,50,0,72,0,0,0,0,0,6,6,1263,48,7,0,56,12,1328,813,4,0,0,4,4,819,5,19,0,0,17,0,25,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,19,6,0,19,0,27,0,0,0,0,0,0,0,822,25,6,0,27,4,844,528,4,0,0,4,4,534,4,11,0,0,11,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,16,0,19,0,0,0,0,0,0,0,532,18,0,0,13,4,553,604,7,0,0
