SED_CODE_2021,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Brazil_0_4,M_Brazil_5_14,M_Brazil_15_24,M_Brazil_25_44,M_Brazil_45_54,M_Brazil_55_64,M_Brazil_65_74,M_Brazil_75_84,M_Brazil_85ov,M_Brazil_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_SAR_Ch_0_4,M_Hong_Kong_SAR_Ch_5_14,M_Hong_Kong_SAR_Ch_15_24,M_Hong_Kong_SAR_Ch_25_44,M_Hong_Kong_SAR_Ch_45_54,M_Hong_Kong_SAR_Ch_55_64,M_Hong_Kong_SAR_Ch_65_74,M_Hong_Kong_SAR_Ch_75_84,M_Hong_Kong_SAR_Ch_85ov,M_Hong_Kong_SAR_Ch_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot
SED21608,0,0,0,7,0,0,0,0,0,12,1871,4300,3608,6790,3489,3270,2600,1194,331,27457,0,0,0,6,0,0,0,0,0,16,0,0,0,0,0,0,3,0,0,6,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,9,9,5,5,8,0,30,0,0,0,3,4,0,3,0,0,7,0,3,9,50,12,11,4,0,0,86,0,0,0,4,0,6,11,11,3,36,0,0,5,0,0,4,8,0,0,13,0,26,36,98,145,223,250,113,34,922,0,0,0,6,0,0,0,0,0,3,0,0,4,0,4,4,5,0,0,18,0,0,0,8,10,17,63,25,0,126,0,0,0,0,0,3,11,3,0,21,0,0,0,5,0,0,0,0,0,7,5,19,78,362,21,7,13,5,4,511,0,0,4,9,6,0,3,0,0,22,0,0,5,11,3,3,0,0,0,21
SED21706,0,0,0,20,7,8,0,0,0,46,1512,3466,3627,4208,2622,2164,1412,711,376,20112,0,0,7,24,4,4,4,0,0,48,0,0,0,5,4,0,0,0,0,12,0,0,0,19,3,0,0,0,0,20,0,0,10,12,8,6,3,4,0,53,0,11,0,24,16,16,8,0,0,78,0,0,0,5,8,0,0,4,0,17,11,114,331,1273,304,360,225,67,37,2739,0,0,0,6,5,5,8,10,3,33,0,0,0,18,3,12,16,14,0,73,5,60,75,157,193,182,131,101,20,923,0,0,7,17,3,9,4,0,0,45,0,0,7,19,16,10,0,7,0,60,0,7,4,16,26,15,26,24,6,116,0,0,0,14,13,52,64,128,70,341,3,44,33,140,43,41,41,9,0,370,6,37,236,796,134,78,55,31,10,1384,0,4,31,95,30,16,29,7,0,216,0,6,14,77,25,11,13,5,0,156
SED21805,0,0,0,25,7,17,4,4,0,53,2239,3941,3207,7022,3346,2645,1760,828,205,25201,0,0,0,12,0,0,0,0,0,17,0,0,0,18,5,12,6,0,0,40,0,0,0,24,0,0,0,0,0,28,0,0,5,13,8,3,5,0,0,36,0,5,4,19,11,10,4,0,0,56,0,0,4,12,17,19,8,11,5,67,3,16,12,85,40,42,31,11,0,245,0,0,0,17,9,24,20,14,0,84,0,0,5,3,3,14,7,10,0,52,4,45,74,288,289,351,313,202,67,1632,0,0,10,27,31,26,7,0,0,99,0,0,4,17,4,9,5,0,0,36,0,0,0,23,16,30,50,40,3,171,0,0,3,21,21,39,37,23,10,149,0,0,0,20,4,6,10,6,0,38,0,21,41,312,72,77,55,25,7,612,0,3,0,9,7,3,9,4,0,35,0,0,0,27,4,0,0,0,0,41
SED21906,0,0,0,7,0,0,0,0,0,11,1669,3152,2799,5709,2441,1912,1426,522,175,19816,0,0,0,24,0,0,0,0,0,25,0,0,0,9,0,0,0,3,0,11,0,3,10,50,5,9,0,0,0,73,0,0,0,5,0,0,0,0,0,9,0,9,5,41,25,11,8,3,0,111,0,0,3,27,8,10,0,3,0,55,3,38,154,308,64,85,60,29,11,748,0,0,0,5,0,7,3,14,0,34,0,0,4,9,0,3,13,11,5,50,9,50,53,402,214,154,138,98,29,1151,0,0,0,6,5,4,3,0,0,25,0,28,16,110,24,13,34,16,12,245,0,8,3,28,15,19,89,32,20,211,0,0,4,13,13,37,40,85,44,234,5,16,14,40,17,11,10,0,0,115,10,78,158,952,64,35,23,21,7,1345,0,4,12,45,10,8,9,0,0,84,0,0,0,30,3,3,3,0,0,50
SED22005,0,0,6,41,14,5,0,0,0,72,1914,3077,2690,4253,1889,1287,787,414,247,16556,0,15,20,74,13,10,8,0,0,144,0,0,0,12,6,9,4,4,0,39,0,0,6,28,4,0,0,0,0,47,0,15,81,229,164,150,146,54,18,854,4,8,3,10,3,4,0,3,0,36,0,0,0,12,16,17,9,19,0,77,3,55,307,1180,221,278,189,51,42,2333,0,0,0,3,11,9,24,31,18,101,0,3,8,21,11,15,33,30,9,123,6,25,28,135,91,77,81,50,22,519,0,0,6,33,16,16,9,7,0,81,0,3,4,13,4,3,5,0,6,40,0,0,0,21,6,9,20,24,11,99,0,27,43,113,90,166,265,425,167,1290,5,6,35,119,18,28,14,5,0,230,37,149,800,2633,284,205,111,69,15,4299,0,16,25,142,39,18,10,3,0,248,0,3,7,48,14,4,0,0,0,80
SED22105,12,172,429,1212,322,164,45,8,0,2364,5565,8675,4387,8363,2971,2208,1315,611,194,34286,0,6,12,79,25,3,5,0,0,134,0,0,4,44,16,22,5,5,0,96,0,0,0,10,0,0,0,0,0,18,0,20,37,163,79,41,35,6,0,387,0,3,15,9,8,5,0,3,0,40,0,0,4,34,35,30,19,20,0,148,3,21,43,170,111,62,30,6,8,457,0,0,0,31,7,13,18,12,0,85,0,6,38,44,15,23,14,7,0,138,0,59,75,231,224,280,222,189,48,1324,0,9,31,175,84,64,24,5,0,395,0,5,6,0,7,7,3,4,0,27,0,3,10,25,22,16,36,31,8,138,0,5,14,21,15,31,24,20,5,133,0,3,0,43,8,4,0,0,0,67,34,479,841,5100,1006,372,234,68,16,8155,0,8,12,50,21,4,10,0,0,102,0,29,71,93,8,7,4,0,0,210
SED22201,0,0,0,8,0,3,0,0,0,8,1907,3370,2869,5776,2586,2375,1707,980,315,21879,0,0,0,7,5,0,0,0,0,5,0,0,0,7,0,5,3,0,0,10,0,0,0,6,0,0,0,0,0,12,0,0,0,15,15,10,7,4,0,43,0,3,3,15,6,6,6,0,0,36,0,0,3,4,3,7,3,6,0,26,4,53,62,345,95,81,84,22,0,753,0,0,0,0,4,8,10,4,0,32,0,5,4,15,0,10,11,8,0,56,3,21,41,145,152,250,253,222,86,1182,0,0,0,6,5,0,0,0,0,17,0,3,0,9,3,0,9,0,3,28,0,0,7,11,13,22,27,51,17,138,0,0,0,0,0,5,18,5,0,35,0,8,10,53,14,24,15,0,0,120,0,46,43,327,70,39,24,16,0,557,0,0,5,29,12,3,10,4,0,65,0,5,12,112,18,18,5,3,3,184
SED22305,14,222,508,2206,534,198,73,15,0,3762,2276,3202,2224,3383,1276,1075,772,376,121,14704,0,6,9,78,18,15,11,0,0,136,0,0,24,163,90,124,69,33,3,512,0,0,0,3,0,0,0,0,0,3,0,9,33,110,54,52,30,15,0,303,0,0,0,6,8,0,0,0,0,14,0,0,4,24,30,22,23,24,4,129,0,14,37,251,106,128,114,62,26,735,0,0,0,63,33,74,70,35,11,292,0,3,14,24,7,23,26,14,0,112,0,3,14,34,49,92,108,98,42,435,0,10,9,65,37,50,28,10,7,203,0,0,0,5,3,7,0,4,0,24,0,0,5,18,11,10,20,38,13,116,0,9,5,25,34,39,79,101,30,331,0,0,3,24,15,8,10,0,0,62,21,138,526,1721,352,157,118,45,13,3094,8,9,7,42,24,15,22,6,0,128,3,57,90,187,36,18,8,0,0,399
SED22404,0,0,0,3,0,0,0,0,0,3,1444,3455,2999,5354,3363,3607,3039,1409,343,25012,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,4,4,0,0,0,0,3,0,0,3,5,0,0,0,0,0,8,0,3,0,11,13,5,6,0,0,49,0,0,0,0,0,0,0,0,0,4,0,9,5,11,3,7,5,0,0,37,0,0,0,0,0,11,3,9,0,21,0,0,0,0,0,0,3,4,0,7,0,17,47,116,179,376,336,222,73,1358,0,0,0,3,0,0,3,0,0,12,0,4,3,3,3,4,7,5,0,31,0,0,0,11,7,36,64,47,13,183,0,0,0,0,0,12,16,8,3,37,0,5,5,4,0,0,0,0,0,16,0,0,9,35,12,9,10,6,0,73,0,0,0,5,4,4,0,3,0,18,0,0,0,0,4,0,6,0,0,10
SED22501,0,0,0,3,0,0,0,0,0,3,1615,3780,3213,4941,3218,2901,2270,997,215,23157,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,5,0,0,0,9,0,0,0,5,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,4,10,0,18,13,11,3,0,0,56,0,0,0,5,3,8,0,0,0,14,6,28,33,162,46,37,25,9,9,343,0,0,0,0,3,18,10,9,4,50,0,0,0,7,5,6,15,7,0,35,5,49,72,205,254,242,193,136,33,1193,0,0,0,5,5,0,0,0,0,13,0,0,0,21,5,6,3,3,0,41,0,4,0,18,20,16,32,31,3,134,0,0,0,8,14,37,49,20,11,136,0,8,0,20,11,7,4,5,0,56,0,9,3,136,29,25,18,7,0,230,0,0,0,3,6,3,6,0,0,18,0,4,13,105,33,12,6,4,0,169
SED22607,0,0,0,0,0,0,6,0,0,6,1595,3337,3379,6923,3268,2643,1676,584,193,23590,0,0,4,30,4,0,3,0,0,39,0,0,0,15,4,5,3,4,0,34,0,0,0,50,4,0,0,0,0,47,0,0,0,4,9,4,3,0,0,14,0,8,6,28,20,9,6,4,0,82,0,5,0,28,14,5,6,0,0,56,4,18,22,160,27,57,44,22,29,391,0,4,0,8,13,18,15,10,4,72,0,3,0,16,10,14,16,21,0,81,15,27,37,231,136,119,113,56,16,742,0,0,0,10,5,6,3,3,0,21,0,3,0,25,11,9,4,0,3,56,0,3,4,34,14,8,17,19,0,102,0,0,6,19,8,47,77,83,35,284,0,8,12,50,17,10,18,0,0,116,15,61,76,618,68,39,40,21,3,956,0,3,9,39,9,5,4,0,0,71,0,0,4,101,15,3,4,0,0,132
SED22704,0,0,0,4,0,0,0,0,0,5,1575,3462,3279,5665,3504,4088,3851,1885,546,27845,0,0,4,5,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,16,0,0,3,3,3,4,3,0,0,23,0,0,0,0,0,0,0,0,0,4,3,6,72,47,17,8,3,0,0,156,0,0,0,3,3,11,8,5,0,32,0,0,0,3,0,0,6,0,0,16,0,8,27,77,99,204,224,168,44,857,0,0,0,7,5,4,0,0,0,13,0,0,0,6,0,0,3,5,0,22,0,3,0,10,20,22,52,35,10,159,0,0,0,0,7,15,14,12,5,44,0,0,5,3,0,0,0,0,0,9,3,11,14,128,20,16,4,5,0,198,0,0,5,0,0,4,0,0,0,14,0,0,0,4,0,0,0,0,0,5
SED22802,0,0,4,3,0,0,0,0,0,6,1922,3653,3412,6530,2961,2544,1799,897,198,23917,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,9,0,0,0,3,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,6,0,0,3,12,3,12,5,0,0,35,0,0,0,3,4,0,0,0,0,8,0,21,35,102,36,38,15,7,0,248,0,0,0,0,3,8,7,13,0,29,0,0,0,5,3,0,5,7,0,22,4,24,44,168,181,338,280,231,52,1316,0,0,0,4,7,9,0,3,0,22,0,0,4,7,0,5,5,3,0,24,0,3,0,10,7,17,57,37,9,152,0,0,0,0,0,9,10,12,3,34,0,3,9,18,3,9,4,0,0,37,0,15,30,169,42,31,22,9,0,315,0,3,0,8,9,0,4,0,0,30,0,11,7,53,16,0,6,0,0,103
SED22901,0,0,0,15,3,13,0,0,0,32,1523,3157,2638,4384,2051,1827,1572,762,247,18158,0,0,0,17,0,0,3,0,0,21,0,0,0,3,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,5,16,20,25,24,9,0,97,0,0,0,11,6,4,0,3,0,25,0,0,0,0,3,5,7,4,0,20,8,110,167,963,263,230,192,50,27,2017,0,0,0,5,6,4,8,11,9,46,0,0,11,18,5,9,21,10,0,70,0,29,37,100,111,186,208,152,60,874,0,0,0,8,9,7,5,3,0,30,0,0,0,5,3,3,3,0,0,19,0,0,0,14,13,23,37,58,17,157,0,0,0,10,9,26,38,33,17,128,8,21,33,128,46,84,50,4,0,382,7,55,95,457,200,138,87,26,16,1086,0,3,11,60,31,11,5,15,4,142,0,16,14,90,29,19,15,4,0,196
SED23007,0,6,15,126,23,0,4,0,0,177,2196,3419,3089,7631,2210,1425,758,337,103,21159,0,11,27,182,25,6,6,0,0,260,0,3,3,34,13,14,27,13,4,117,0,0,3,65,8,3,0,0,0,82,0,0,4,8,13,12,18,0,6,58,0,0,3,31,15,7,3,0,0,62,0,6,0,36,32,24,29,23,0,155,3,7,59,364,101,119,103,37,24,823,0,0,0,16,16,44,37,66,18,197,0,0,8,19,0,18,20,8,3,89,6,21,21,268,115,116,58,34,12,656,0,0,0,24,14,15,6,8,0,78,0,0,0,27,11,0,0,0,0,50,0,0,3,43,14,8,30,28,0,127,0,0,3,18,18,53,70,142,62,358,3,5,8,119,13,16,15,5,0,184,16,77,295,1711,94,45,37,7,0,2282,0,7,16,118,18,6,10,5,0,173,0,8,10,105,16,9,0,0,0,146
SED23101,0,0,0,18,0,3,6,0,0,30,1380,3037,2731,2714,2044,1511,1182,1054,413,16062,0,0,3,23,8,7,8,0,0,50,0,0,0,0,0,4,0,9,0,12,0,0,0,8,0,0,0,0,0,10,0,0,5,7,22,32,26,11,0,103,0,0,0,18,8,8,6,5,3,45,0,0,0,5,4,6,6,0,0,20,8,205,313,1615,471,481,340,115,48,3602,0,0,0,0,0,7,4,22,8,41,0,0,0,8,3,13,16,17,9,66,0,26,42,79,96,117,106,134,41,642,0,0,0,12,8,8,7,3,0,43,0,0,3,8,4,5,3,3,0,22,0,0,4,8,12,13,24,32,18,123,0,0,0,14,25,43,78,174,73,403,0,46,40,170,62,92,88,18,8,535,10,99,171,645,187,125,85,51,12,1375,0,0,18,57,43,14,21,7,3,170,0,18,19,83,41,16,10,4,0,193
SED23205,0,0,0,10,5,7,3,0,0,21,1651,3306,2897,6202,2752,2345,1783,889,336,22168,0,0,4,3,0,0,0,0,0,14,0,0,0,18,8,29,12,6,0,78,0,0,0,6,5,0,0,0,0,15,0,3,0,9,0,3,0,0,0,20,0,0,5,24,11,9,10,4,0,62,0,0,0,5,13,0,4,7,0,34,3,22,48,90,46,42,29,12,0,296,0,0,0,8,7,13,11,15,4,56,0,0,6,5,0,7,9,8,0,33,5,50,99,243,248,410,343,265,121,1773,0,0,5,13,3,6,4,4,0,38,4,4,0,15,3,9,3,4,0,43,0,0,8,21,21,28,39,39,26,181,0,0,5,10,12,21,27,35,22,130,0,0,23,7,4,3,5,0,0,57,0,14,41,126,63,31,17,14,3,311,0,0,7,14,0,5,3,0,0,33,0,0,8,23,7,5,3,0,0,43
SED23308,0,0,3,13,0,0,0,0,0,23,1818,3388,3409,6929,3195,3079,2284,1063,382,25546,0,0,0,14,0,0,0,0,0,20,0,0,0,15,0,5,5,0,0,26,0,0,0,13,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,6,4,0,8,16,9,0,4,3,4,46,0,0,0,5,0,0,0,0,0,11,0,17,43,119,18,17,13,3,4,230,0,0,0,10,6,14,11,16,5,59,3,7,3,17,0,4,4,3,0,33,5,26,44,180,148,176,168,115,40,909,0,3,5,15,3,0,3,0,0,22,0,0,0,18,3,8,5,0,0,40,0,0,5,11,18,13,43,25,17,123,0,0,0,0,5,3,21,17,12,60,0,4,11,13,3,8,4,0,0,39,4,29,144,599,23,8,10,0,0,814,0,3,0,18,7,0,5,0,0,39,0,5,5,41,11,0,3,4,0,76
SED23402,0,4,19,89,24,15,5,3,0,156,2871,5294,4353,7569,3448,2806,1859,896,262,29363,0,4,6,38,12,3,0,0,0,69,0,0,0,13,7,10,0,0,0,33,0,0,0,6,0,0,0,0,0,13,0,0,0,5,9,5,0,0,0,14,0,4,3,8,11,6,6,0,0,44,0,6,3,16,13,14,15,4,0,66,0,29,33,166,53,52,34,7,0,378,0,0,0,20,9,27,15,21,8,94,0,6,19,24,15,15,4,6,0,94,6,50,131,232,268,395,305,228,69,1686,0,0,0,37,15,9,6,3,0,72,0,0,0,10,3,4,0,0,0,17,0,0,0,18,15,23,48,41,10,160,0,0,3,7,4,9,7,11,5,54,0,10,3,18,5,9,3,0,0,47,13,96,109,1101,170,52,48,20,0,1615,0,0,4,21,10,0,3,0,0,39,0,0,4,28,9,0,0,0,0,44
SED23502,0,0,0,0,0,0,0,0,0,0,1447,3241,2653,4763,2815,3831,4139,2034,522,25447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,5,5,6,9,3,5,0,36,0,0,0,0,5,0,0,0,0,10,0,4,0,18,3,3,7,0,0,39,0,0,0,0,0,4,6,4,0,11,0,0,0,8,0,4,5,4,0,21,0,12,17,67,92,227,337,269,65,1078,0,0,0,3,4,6,0,0,0,21,0,4,5,7,3,0,3,0,0,16,0,0,0,3,6,25,69,53,9,171,0,0,0,0,0,6,18,3,0,29,0,0,4,4,0,0,0,0,0,11,0,0,5,79,4,5,9,12,0,126,0,0,0,3,3,0,3,0,0,9,0,0,0,3,0,0,0,0,0,7
SED23602,0,0,0,0,0,0,0,0,0,0,1422,3319,2774,5159,2979,3520,3290,1489,421,24364,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,0,0,0,0,0,10,0,3,0,8,7,3,3,5,0,30,0,0,0,3,4,8,0,0,0,16,0,0,0,29,5,12,5,0,0,58,0,0,0,0,7,6,3,14,0,31,0,0,0,3,0,5,6,7,0,18,4,9,12,92,104,210,314,209,57,1006,0,0,3,5,4,5,0,0,0,19,0,0,0,7,0,0,0,5,0,16,0,0,0,8,7,21,59,32,12,139,0,0,0,0,4,7,12,5,0,28,0,0,0,13,3,3,0,0,0,18,0,6,15,106,21,5,8,3,0,159,0,0,0,4,6,0,0,3,0,10,0,0,0,8,0,0,0,0,0,11
SED23702,0,0,0,3,0,0,0,0,0,9,2144,4371,4269,7599,3533,3252,2377,1038,292,28867,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,4,0,0,14,0,0,0,0,3,0,0,0,0,8,0,3,7,8,3,0,0,0,0,26,0,0,3,16,8,6,6,3,0,44,0,0,0,3,5,3,0,0,0,17,0,4,11,16,8,10,4,4,0,66,0,0,0,3,4,12,12,5,0,41,0,0,0,7,4,3,7,4,0,25,3,31,89,248,292,502,407,316,94,1991,0,0,6,5,5,0,4,0,0,22,0,0,0,10,8,4,5,6,0,28,0,0,3,16,12,31,55,41,10,173,0,0,0,5,4,14,17,14,8,56,0,0,0,0,0,0,0,0,0,6,0,0,7,47,7,14,7,15,6,111,0,0,0,3,5,0,0,0,0,16,0,0,0,3,0,0,0,0,0,4
SED23806,0,0,0,3,0,0,0,0,0,3,1218,2934,3613,5458,2544,2313,1683,941,318,21023,0,0,5,23,3,0,0,0,0,34,0,0,0,5,0,4,0,0,0,11,0,0,0,23,3,4,0,0,0,38,0,0,13,6,5,0,0,0,0,25,0,7,5,31,27,12,4,0,0,91,0,0,3,13,5,3,0,0,0,21,3,120,174,511,180,177,101,37,11,1312,0,0,0,9,4,3,5,8,6,34,0,0,0,13,3,4,8,3,0,36,6,91,79,261,186,168,160,118,32,1102,0,0,0,8,5,3,0,6,0,22,0,12,7,44,17,11,8,3,0,100,0,3,3,25,19,13,28,19,6,120,0,6,0,9,11,23,51,60,33,187,4,28,41,64,40,28,18,14,5,243,9,43,91,659,67,43,41,30,8,980,0,6,10,64,13,4,11,4,0,109,0,0,0,81,18,5,8,5,0,116
SED23901,0,0,0,3,0,3,0,0,0,8,1730,3530,3199,5950,2937,2503,1734,904,371,22850,0,0,0,19,5,0,0,0,0,26,0,0,0,7,0,9,0,5,0,19,0,0,3,21,6,0,0,0,0,33,0,0,0,5,0,3,3,0,0,12,5,4,6,30,16,11,7,5,0,76,0,0,0,10,4,3,0,0,0,25,0,47,109,395,138,169,104,32,15,1015,0,0,0,9,15,24,18,24,8,99,0,0,5,11,6,5,19,9,0,62,13,43,54,232,154,151,121,104,33,905,0,0,5,16,7,3,5,0,0,37,0,0,0,24,11,3,3,0,0,47,0,0,3,23,14,6,32,21,8,115,0,3,0,14,15,81,86,83,46,330,0,4,11,62,22,25,21,6,0,155,8,49,88,554,86,38,36,15,8,885,0,0,6,34,7,10,4,0,0,74,0,8,9,138,20,15,7,0,0,209
SED24006,0,0,0,0,0,0,0,0,0,3,1117,3219,3724,3656,2416,2282,1513,868,390,19173,0,0,5,9,9,5,0,0,0,21,0,0,0,6,0,0,3,0,0,7,0,5,0,11,3,3,0,0,0,25,0,0,0,0,5,3,0,0,0,9,3,4,10,14,8,10,6,3,0,55,0,0,0,7,0,0,5,0,0,14,21,350,442,876,478,466,261,92,38,3021,0,0,0,4,3,5,4,9,0,27,0,0,11,15,10,12,21,10,0,77,4,69,88,143,119,157,133,96,28,835,0,0,0,13,3,14,6,0,0,42,0,8,4,8,10,7,5,4,0,44,0,0,0,18,13,6,21,14,5,88,0,0,9,3,20,67,85,122,68,370,5,69,31,102,73,96,100,30,5,503,7,73,81,338,153,73,45,29,14,814,0,4,9,51,32,14,14,7,3,126,0,16,20,79,54,25,18,9,3,220
SED24105,0,11,22,128,23,9,5,0,0,200,2001,3907,3255,3522,1422,1092,982,564,163,16900,0,10,11,41,18,11,7,0,0,95,0,0,4,73,35,61,40,13,0,218,0,4,0,4,0,0,0,0,0,11,11,94,381,1145,581,444,283,98,15,3055,0,4,7,11,3,0,3,0,0,30,0,0,0,18,19,25,24,21,0,110,6,65,103,483,166,168,117,37,25,1167,0,0,0,18,17,12,29,26,6,112,0,0,8,0,0,11,16,12,7,57,0,31,28,81,76,103,108,107,24,559,0,0,6,35,21,20,14,0,0,102,0,0,0,11,0,3,6,0,0,33,0,0,7,16,10,15,26,28,14,107,0,0,4,13,23,54,58,98,37,299,4,4,7,67,12,19,16,3,0,127,22,70,317,1201,305,214,162,75,25,2380,0,6,16,115,35,13,13,13,0,221,0,0,9,39,4,6,0,0,0,54
SED24207,0,13,30,115,22,24,3,3,0,212,3428,6393,4208,6606,2254,1172,649,210,68,24986,0,5,6,70,22,4,12,0,0,115,0,0,10,142,62,90,43,14,0,369,0,0,3,7,6,0,0,0,0,13,0,0,0,9,8,12,12,0,0,48,0,0,4,13,9,3,0,0,0,32,0,0,7,41,45,54,58,22,8,227,0,8,36,198,74,65,52,26,6,469,0,0,3,40,36,69,59,54,14,281,6,19,49,89,47,27,34,25,0,294,8,23,36,85,76,67,60,43,9,396,0,3,15,98,44,40,22,10,0,228,0,0,3,6,0,5,4,6,0,22,0,0,11,24,9,16,44,33,9,141,0,8,7,20,17,35,59,44,9,193,0,3,3,70,19,15,15,0,0,122,31,235,397,2665,396,144,120,36,8,4043,0,7,11,87,19,14,10,4,0,143,0,6,16,90,14,7,0,0,0,138
SED24308,0,28,68,154,38,19,6,0,0,313,1900,3571,3549,7050,3307,2729,1907,802,258,25061,0,0,4,21,0,0,0,0,0,26,0,0,4,54,17,49,22,23,3,167,0,0,3,5,0,0,0,0,0,14,0,0,0,0,4,8,4,0,0,18,4,3,0,6,6,6,0,0,0,29,0,0,0,0,3,5,0,0,0,17,0,22,15,37,17,16,26,11,0,151,0,3,3,38,38,93,106,125,57,462,0,3,3,4,3,0,5,0,0,24,3,15,27,105,118,230,187,140,38,866,0,0,4,9,4,0,5,0,0,19,0,4,5,6,7,0,0,0,0,21,0,0,5,11,15,7,80,50,24,186,0,0,4,0,9,15,19,22,7,80,0,6,4,0,3,0,5,0,0,23,7,32,117,658,34,11,13,4,0,883,0,4,0,12,3,0,3,0,0,28,0,17,25,31,6,3,0,0,0,90
