LGA_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
LGA57980,3,9,11,29,12,5,8,3,0,75,0,6,12,40,24,15,15,11,0,121,0,0,4,3,6,0,0,0,0,12,0,0,7,3,0,0,0,0,0,12,0,3,3,5,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,8,0,8,11,31,8,10,12,3,0,87,0,0,5,9,6,4,4,3,0,32,0,0,0,5,4,3,4,4,0,17,0,0,0,11,5,3,7,4,0,27,6,28,22,144,63,42,18,19,10,351,9,34,27,120,54,49,57,26,15,407,405,950,870,2382,1015,947,962,522,157,8219,0,0,0,0,0,0,0,0,0,0,351,712,678,1394,625,585,578,369,163,5450,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,4,4,19,0,6,0,29,3,0,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,4,5,24,9,7,4,8,0,57
LGA58050,0,16,45,74,72,61,32,17,5,327,3,53,147,357,227,164,79,38,3,1065,0,10,29,95,56,23,40,15,5,274,0,0,3,27,3,0,0,0,0,39,0,36,37,78,12,6,0,0,0,173,0,0,0,9,5,3,0,0,0,20,0,21,19,53,15,45,23,9,4,197,4,32,60,312,232,198,102,20,8,977,0,4,4,32,31,35,25,6,4,136,4,16,68,166,98,71,33,7,0,463,13,131,338,1092,429,322,220,109,33,2687,188,445,390,1320,625,459,263,166,89,3947,5851,11366,9912,22537,9670,8202,5306,2443,712,75992,0,18,37,181,45,24,6,6,0,312,5126,9072,6662,12636,5351,4111,2622,1260,429,47266,0,8,0,39,5,9,11,0,0,73,0,0,0,72,39,41,30,7,5,194,0,3,0,50,9,3,5,0,0,79,0,3,3,42,22,18,15,5,0,105,0,8,11,39,13,20,11,4,0,113
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,15,4,3,0,29,8,32,23,39,31,46,17,12,0,217,0,0,0,0,0,0,0,0,0,0,6,16,7,33,20,12,10,7,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,6,0,13,4,9,6,3,0,45,24,32,22,72,34,44,41,25,4,296,0,0,0,0,0,0,0,0,0,0,19,36,16,43,29,22,23,12,3,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58330,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,3,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,10,17,0,0,41,3,26,23,47,47,72,53,24,6,303,77,255,202,359,323,489,444,186,34,2370,0,0,0,0,0,0,0,0,0,0,78,183,139,266,221,276,217,87,16,1483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,5,8,4,0,20,0,14,10,22,16,38,34,14,0,151,0,0,0,0,0,0,0,0,0,0,8,5,13,19,15,16,11,6,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,3,0,0,13,8,10,8,20,15,21,10,0,0,95,0,0,0,0,0,0,0,0,0,0,10,9,10,23,10,0,4,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58510,0,4,15,60,15,23,11,4,3,140,0,4,18,85,31,16,11,5,0,173,0,4,3,62,17,8,0,4,0,112,0,0,0,34,0,0,0,0,0,41,0,13,22,22,3,0,0,0,0,68,0,0,0,5,0,8,3,6,0,27,3,3,6,36,12,10,9,4,0,88,3,17,11,41,24,10,6,0,0,105,0,0,0,15,0,9,3,3,0,34,0,3,8,30,7,6,12,0,0,71,11,44,70,396,66,59,52,31,16,744,39,65,146,494,159,123,71,75,71,1239,991,1623,2229,6992,2204,1916,1404,707,343,18416,0,6,4,14,5,3,0,3,0,27,945,1222,1547,3059,1118,926,740,399,289,10248,5,3,6,25,0,4,0,0,0,44,0,0,0,7,0,4,0,0,0,13,0,9,7,55,7,0,4,0,0,77,0,3,3,5,6,0,5,0,0,19,0,0,7,48,8,8,5,3,0,81
LGA58540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,13,8,11,4,0,45,17,47,34,83,65,77,57,29,6,424,0,0,0,0,0,0,0,0,0,0,12,39,19,59,32,48,28,19,3,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58570,5,5,7,60,29,5,7,3,0,118,0,3,20,135,33,25,12,0,0,230,0,4,0,16,4,3,0,0,0,26,0,0,0,34,4,0,0,0,0,40,0,0,6,14,0,0,0,0,0,36,0,0,0,13,0,0,3,3,0,22,4,18,13,44,20,13,12,6,0,126,0,10,14,59,55,46,44,16,5,249,0,0,0,16,10,6,7,6,0,38,0,0,3,35,11,0,4,0,0,51,3,27,33,329,84,69,34,27,9,616,25,43,87,521,131,106,55,35,19,1025,1007,1679,1828,7359,2397,1962,1217,554,221,18240,0,0,0,0,0,0,0,0,0,5,827,1462,1489,4048,1369,1125,639,255,134,11346,0,0,0,6,0,0,0,0,0,9,0,0,0,16,10,7,10,5,0,31,0,4,6,82,10,0,0,0,0,102,0,0,0,3,4,0,0,0,0,13,0,0,8,68,19,5,4,0,0,112
LGA58610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,6,22,10,13,14,7,0,93,50,102,75,183,100,130,145,78,14,888,0,0,0,0,0,0,0,0,0,0,32,78,56,125,74,95,92,36,21,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,4,4,11,7,13,8,6,0,57,8,27,34,55,48,55,41,20,6,290,0,0,0,0,0,0,0,0,0,0,16,23,17,36,36,21,18,13,3,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58760,3,16,41,103,76,74,55,12,4,367,20,254,560,1061,781,372,166,67,11,3285,6,7,11,59,29,21,23,10,0,161,3,5,0,30,6,4,4,0,0,44,7,78,119,83,8,10,3,0,0,304,0,4,9,21,13,4,0,0,0,46,6,17,45,77,50,43,27,15,4,275,4,60,87,494,391,362,178,56,18,1644,0,17,65,134,83,60,52,27,12,445,0,13,102,238,178,157,49,18,5,759,10,196,512,1376,765,610,360,166,40,4031,242,559,546,1589,801,571,292,186,82,4862,7494,16189,13977,28836,14063,10667,6984,3582,1028,102807,0,26,58,163,65,34,21,4,0,370,6902,12578,8317,15147,5695,4203,3087,1629,621,58174,0,0,3,35,9,6,6,4,0,64,0,0,8,63,45,36,23,3,0,177,0,12,11,126,24,10,0,0,0,176,0,4,7,68,38,26,19,0,5,164,0,12,16,79,38,22,10,4,0,190
LGA58820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,5,0,10,4,19,13,49,37,35,25,10,0,192,94,243,216,416,293,322,329,152,47,2114,0,0,0,0,0,0,0,0,0,0,94,229,174,325,198,216,211,76,39,1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,4,16,5,7,4,0,0,52,15,59,35,70,55,85,59,30,13,414,0,0,0,0,0,0,0,0,0,0,11,40,22,51,46,43,37,9,3,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,16,5,14,7,27,10,22,24,13,3,123,0,0,0,0,0,0,0,0,0,0,12,8,4,15,8,14,9,3,5,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,9,6,13,11,3,0,62,20,54,28,67,43,69,53,23,4,366,0,0,0,0,0,0,0,0,0,0,16,43,16,55,34,38,23,23,4,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59170,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,11,5,18,3,3,4,4,0,57,24,78,43,133,63,72,54,38,13,521,0,0,0,0,0,0,0,0,0,0,38,57,21,83,48,64,41,27,3,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA59250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,9,0,12,23,55,18,7,10,0,0,126,6,32,54,141,57,30,22,8,0,345,0,0,0,0,0,0,0,0,0,0,13,21,14,26,23,4,12,4,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59310,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,3,17,6,9,9,8,0,64,47,84,57,165,82,106,104,45,11,696,0,0,0,0,0,0,0,0,0,0,30,79,39,117,54,65,65,20,16,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,6,3,4,0,0,29,21,35,21,42,29,51,34,15,4,238,0,0,0,0,0,0,0,0,0,0,15,24,10,40,18,22,21,7,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,8,0,0,0,9,0,24,8,22,18,46,36,40,45,35,3,244,0,0,0,0,0,0,0,0,0,0,11,22,11,34,19,20,28,19,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59340,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,4,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,7,0,0,0,5,3,0,0,0,0,8,0,3,4,35,9,5,0,3,0,69,40,89,71,205,99,86,55,11,0,658,299,562,418,1133,507,452,256,80,7,3699,0,0,0,0,0,0,0,0,0,0,227,483,336,785,347,281,112,36,9,2617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
LGA59350,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,18,67,19,11,6,0,0,117,6,9,30,123,32,19,16,4,0,242,0,0,0,0,0,0,0,0,0,0,3,3,7,12,10,3,8,6,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,6,0,3,7,63,33,36,12,6,0,158,21,38,45,229,137,143,77,29,9,731,0,0,0,0,0,0,0,0,0,0,14,36,18,66,55,49,43,20,4,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59370,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,6,0,16,4,10,12,29,23,33,36,21,11,189,51,189,119,278,186,314,355,188,52,1731,0,0,0,0,0,0,0,0,0,0,49,181,87,227,142,194,214,108,39,1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA59499,0,0,0,0,0,0,0,0,0,3,0,3,0,14,8,4,4,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,6,4,0,0,21,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,3,0,9,0,0,0,3,6,0,0,0,0,6,3,0,10,49,9,15,7,3,0,102,31,31,87,456,250,169,93,35,9,1156,149,244,414,1753,842,667,444,118,14,4639,5,0,0,0,0,0,0,0,0,13,119,194,247,755,298,267,167,20,4,2061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,0,0,0,0,13
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,5,0,0,0,14,0,0,14,110,46,25,4,0,0,197,0,0,30,262,103,55,14,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,3,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
